61210040000	BUC
61210075000	BUC
61310090075	BUC
61310110090	BUC
61710025025	BUC
61710050020	BUC
61710063032	BUC
61710110050	BUC
50310110063	BUC
50310225063	BUC
50310250063	BUC
70210032000	BUC
70210040000	BUC
71250032000	BUC
80001012501	BUC
80002012501	BUC
80002012504	BUC
80004012501	BUC
80004012504	BUC
80005012501	BUC
80005012504	BUC
60410040032	BUC
60310090063	BUC
61710110032	BUC
61710125025	BUC
60310050032	BUC
60710040032	BUC
60810075075	BUC
60710090075	BUC
50310160090	BUC
61710160063	BUC
50310200090	BUC
61710125063	BUC
61710075050	BUC
70330050000	BUC
70330063000	BUC
71330016000	BUC
71330025000	BUC
80032008001	BUC
80032010001	BUC
80033008003	BUC
80033010003	BUC
50510160032	BUC
61710110040	BUC
61710090050	BUC
61710125040	BUC
60410063050	BUC
61710225050	BUC
60310032025	BUC
60410032040	BUC
61710063050	BUC
60310040050	BUC
50310180090	BUC
55025000075	BUC
55025000125	BUC
55025000160	BUC
55025000180	BUC
55025000225	BUC
71350032025	BUC
70370025020	BUC
70370032020	BUC
70370040020	BUC
70370050025	BUC
70370063020	BUC
70370063025	BUC
80040080451	BUC
80040080453	BUC
80040080871	BUC
80040080873	BUC
80040100452	BUC
80040100671	BUC
80040100672	BUC
80040100871	BUC
80040100873	BUC
80040100872	BUC
80060008001	BUC
80060010001	BUC
80060010003	BUC
60310110110	BUC
33081145000	BUC
33101145000	BUC
33161255000	BUC
33081405000	BUC
33101405000	BUC
33081605000	BUC
33161605000	BUC
33081805000	BUC
33101805000	BUC
33102005000	BUC
33102255000	BUC
33102805000	BUC
35000231506	BUC
70390025020	BUC
70390032020	BUC
70390032025	BUC
71390025020	BUC
80081130001	BUC
80084145001	BUC
80131200100	BUC
80141000000	BUC
80200100040	BUC
61710110090	BUC
61710160090	BUC
61710200040	BUC
78031120000	BUC
61710180050	BUC
54100000004	BUC
50510125032	BUC
50310250090	BUC
61710160040	BUC
55025002000	BUC
55025001000	BUC
50310315090	BUC
50510090063	BUC
50510160063	BUC
20040025006	BUC
20040031506	BUC
20040040006	BUC
61710063020	BUC
53520063180	BUC
53530000000	BUC
71390050040	BUC
75101012032	BUC
75101011025	BUC
75101011032	BUC
75103011016	BUC
75103011032	BUC
75103011040	BUC
75103011063	BUC
75103012020	BUC
75103012025	BUC
75103012040	BUC
75103012063	BUC
77101011016	BUC
77101011025	BUC
77101012032	BUC
33082002000	BUC
85030000001	BUC
85070320002	BUC
85090320161	BUC
85090320162	BUC
85090320202	BUC
85110201600	BUC
85150201600	BUC
85130101600	BUC
85170201600	BUC
85190102000	BUC
85210100000	BUC
30303110600	BUC
30404110600	BUC
66021020000	M
66081016000	BUC
66081020000	BUC
66051026000	BUC
75101112020	BUC
75105011025	BUC
75109924025	BUC
75109924032	BUC
75103011090	BUC
80006012502	BUC
80012012502	BUC
85170003201	BUC
85170004001	BUC
66800020000	BUC
66900001020	BUC
66900002016	BUC
66900002020	BUC
50116050000	BUC
50116225000	BUC
66091026026	BUC
66101020020	BUC
66111020000	BUC
66131020026	BUC
66141026026	BUC
20010031500	BUC
70410032025	BUC
70410040025	BUC
76011011020	BUC
76011011050	BUC
76011011075	BUC
76011011090	BUC
76011011110	BUC
76011012032	BUC
76011012050	BUC
76011012063	BUC
76011111050	BUC
76011111063	BUC
76011111090	BUC
76011111110	BUC
53600050112	BUC
15041504030	BUC
15044107545	BUC
15044507580	BUC
15044911015	BUC
15048316087	BUC
70010016000	BUC
70010020000	BUC
70010025000	BUC
70010040000	BUC
70010050000	BUC
71010032000	BUC
71010040000	BUC
70030016000	BUC
70030020000	BUC
70030063000	BUC
71030016000	BUC
71030020000	BUC
71030025000	BUC
60910110110	BUC
76012101040	BUC
55025004000	BUC
35100000250	BUC
20080031506	BUC
20080050006	BUC
20080063006	BUC
70000000001	BUC
49070000150	BUC
85030000202	BUC
15061111087	BUC
15061311067	BUC
15080303267	BUC
15081104087	BUC
15083312567	BUC
15083716045	BUC
15100104045	BUC
15101105087	BUC
15101507567	BUC
15102911087	BUC
15103711045	BUC
15104512567	BUC
15104912545	BUC
15105112567	BUC
15106716045	BUC
60810032025	BUC
66511020000	BUC
66511026000	BUC
80070020001	BUC
66810014000	BUC
66810016000	BUC
66810026000	BUC
61710180090	BUC
50010115017	M
19910100201	BUC
80061010001	BUC
15140507540	BUC
15140707550	BUC
15141312575	BUC
15141916012	BUC
